Dateiname;Ark;dc:identifier;dc:title;dc:creator;dc:publisher;dc:date;dc:format;dc:language;dc:relation;dc:source;dc:description;provenance;sdewey;dewey;typedoc;nqamoyen;first_indexation_date;GUID;dc:rights
About_Lettres d'un bon jeune homme;ark__12148_bpt6k6379113m;https://gallica.bnf.fr/ark:/12148/bpt6k6379113m;Lettres d'un bon jeune homme à sa cousine Madeleine (2e éd.) ;About, Edmond (1828-1885);Michel Lévy frères (Paris);1861;"1 vol. (IV-393 p.) ; In-12, Nombre total de vues : 416";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31696553t;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-Z LE SENNE-6011;Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99960;16.12.2012 23:00;84adecb5-269b-4bbb-a591-9a6ab955ca65;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Cladel_Les martyrs ridicules;ark__12148_bpt6k107880b;https://gallica.bnf.fr/ark:/12148/bpt6k107880b;Les martyrs ridicules ;Cladel, Léon (1835-1892);Paris;1862;"XII-350 p. ; in-18, Nombre total de vues : 363";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30245646q;Bibliothèque nationale de France, département Littérature et art, Y2-75258;;bnf.fr;840;80;monographie;9620;30.01.2009 23:00;85f7f5ae-3af5-42fc-91ea-434fd04d442a;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Ancelot_La fille d'une joueuse;ark__12148_bpt6k42263385;https://gallica.bnf.fr/ark:/12148/bpt6k42263385;La fille d'une joueuse ;Ancelot, Virginie (1792-1875);Paris;1868;"1 vol. (299 p.) ; in-18, Nombre total de vues : 304";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30018018k;Bibliothèque nationale de France, département Littérature et art, Y2-13902;Avec mode texte;bnf.fr;840;80;monographie;89170;27.01.2020 23:00;a9cc711b-c355-4b10-9bc8-dbac50337868;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Leroy_Le règne de Dieu dans;ark__12148_bpt6k3079033p;https://gallica.bnf.fr/ark:/12148/bpt6k3079033p;Le règne de Dieu dans la grandeur, la mission et la chute des empires ou Philosophie de l'histoire considérée au point de vue divin ... ;Leroy, Louis (1821-18);Paris;1859;"1 vol. (XXXII-552 p.) ; in-8, Nombre total de vues : 606";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb307998464;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, G-25876;Avec mode texte;bnf.fr;900;90;monographie;8830;28.09.2019 22:00;6dbad4e4-0182-4397-b42f-48b030d8e905;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Bashkirtseff_Lettres de Marie Bashkirtseff;ark__12148_bpt6k29545w;https://gallica.bnf.fr/ark:/12148/bpt6k29545w;Lettres de Marie Bashkirtseff ;Bashkirtseff, Marie (1858-1884);Paris;1891;"1 vol. (XII-282 p.-[5] p. de fac-sim.) ; in-12, Nombre total de vues : 306";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb300637337;Bibliothèque nationale de France;Contient une table des matières, Correspondance;bnf.fr;700;70;monographie;94730;14.10.2007 22:00;3ccad7c4-8d6e-4cbe-856a-e2f3f760b562;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sismondi_Fragments de son journal et;ark__12148_bpt6k91450q;https://gallica.bnf.fr/ark:/12148/bpt6k91450q;Fragments de son journal et correspondance ;Sismondi, Jean Charles Léonard Simonde de (1773-1842), Montgolfier, Adelaïde de (1789-1880);(Genève);1857;"1 vol. (VIII-232 p.) : portrait ; in-8, Nombre total de vues : 241";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb313746363;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, M-33695;Comprend : Vie et travaux de Charles de Sismondi / signé : A. M., Contient une table des matières, Autobiographie;bnf.fr;9440;90;monographie;88310;16.06.2010 22:00;7ad6b5b9-1ec4-4be6-aca4-6f95812a8f6a;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Kant_La Religion dans les limites;ark__12148_bpt6k5400648v;https://gallica.bnf.fr/ark:/12148/bpt6k5400648v;La Religion dans les limites de la raison, par E. Kant. Traduit de l'allemand par J. Trullard, avec une lettre adressée au traducteur par M. E. Quinet, ...;Kant, Immanuel (1724-1804), Quinet, Edgar (1803-1875);Ladrange (Paris);1841;In-8° , XXVII-393 p., Nombre total de vues : 428, application/epub+zip;['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30673112v;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, R-39857;Comprend : Lettre, Contient une table des matières, Avec mode texte;bnf.fr;200;20;monographie;99980;27.06.2010 22:00;3ce493bb-42a1-42e6-8c0d-43f9af7c3d97;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Ajalbert_Les types de Paris;ark__12148_bpt6k319264h;https://gallica.bnf.fr/ark:/12148/bpt6k319264h;Les types de Paris ;Ajalbert, Jean (1863-1947), Céard, Henry (1851-1924), Champsaur, Félicien (1858-1934), Daudet, Alphonse (1840-1897), Fourcaud, Louis de (1851-1914), Goncourt, Edmond de (1822-1896), Marx, Roger (1859-1913), Maupassant, Guy de (1850-1893), Mirbeau, Octave (1848-1917), Mullem, Louis (1836-1908), Proust, Antonin (1832-1905), Richepin, Jean (1849-1926), Rosny, J-H, Bonnetain, Paul (1858-1899), Bonnières, Robert de (1850-1905), Bourget, Paul (1852-1935), Geffroy, Gustave (1855-1926), Gréville, Henry (1842-1902), Huysmans, Joris-Karl (1848-1907), Wolff, Albert (1825-1891), Zola, Émile (1840-1902);E. Plon, Nourrit et Cie (Paris);1889;"En 10 livraisons (X-163 p.) : fig. et pl. en noir et en coul., ill. en coul. ; in-4, Nombre total de vues : 279";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb319967427;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 4-LI3-832;Mécénat texte imprimé : Cet ouvrage a été numérisé grâce à M. Alain Domec, Avec mode texte;bnf.fr;;;monographie;87170;17.03.2018 23:00;e39494f6-c1a8-44fd-99d7-16ef13c4798a;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Blin_La République et la révolution,;ark__12148_bpt6k6112164m;https://gallica.bnf.fr/ark:/12148/bpt6k6112164m;La République et la révolution, par A.-Daniel Blin, ... Lettre-préface de M. Alphonse Esquiros, ...;Blin, A-Daniel;Librairie générale (Paris);1873;In-12, 27 p., Nombre total de vues : 40;['fre', 'français'];Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb39358691w', Appartient à : Mélanges d'histoire et de politique contemporaines 1848-1879], Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30113920k;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LB57-4474;Avec mode texte;bnf.fr;320;30;monographie;99980;08.08.2010 22:00;35998631-58ad-4db9-9d61-e937ea78758c;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Simon_Victor Hugo et Louise Colet;ark__12148_bpt6k8572147;https://gallica.bnf.fr/ark:/12148/bpt6k8572147;Victor Hugo et Louise Colet ;Simon, Gustave (1848-1928), Hugo, Victor (1802-1885), Colet, Louise (1810-1876);La Revue de France (Paris);1926;"1 pièce (paginé 203-241, 401-440) ; in-8, Nombre total de vues : 98";fre;Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb42772445z', 'Appartient à : Recueil. Dossiers biographiques Boutillier du Retail. Documentation sur Victor Hugo]', Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb386612712;Bibliothèque nationale de France, département Arts du spectacle, 8-RF-28599;Avec mode texte, Correspondance;bnf.fr;;;monographie;84560;17.08.2014 22:00;a667c354-efc0-4314-b6a4-754837938746;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Daudet_L'immortel : moeurs parisiennes;ark__12148_bpt6k936886q;https://gallica.bnf.fr/ark:/12148/bpt6k936886q;L'immortel : moeurs parisiennes ;Daudet, Alphonse (1840-1897);Paris;1890;"1 vol. (348 p.) : fig. ; in-18, Nombre total de vues : 376";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb303026679;Bibliothèque nationale de France, département Littérature et art, 8-Y2-46152;Collection : Collection Guillaume, Collection : Collection Guillaume, Avec mode texte;bnf.fr;840;80;monographie;88270;29.12.2018 23:00;3b470155-2a97-48d8-afa2-7b983a1fc20c;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Prunier_La Vendée avant 1793 :;ark__12148_bpt6k5808741r;https://gallica.bnf.fr/ark:/12148/bpt6k5808741r;La Vendée avant 1793 : légendes et récits ;Prunier, Pierre-Louis (1831-1904);V. Retaux et fils (Paris);1893;"1 vol. (XX-330 p.) ; 22 cm, Nombre total de vues : 355";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31156440h;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, LK2-4081;Appartient à l’ensemble documentaire : PaysLoir1, Contient une table des matières, Avec mode texte;bnf.fr;9440;90;monographie;96120;08.03.2010 23:00;318df740-2acf-4804-bf14-9b7295897757;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Dumont_Lettre à M. le docteur;ark__12148_bpt6k5468644b;https://gallica.bnf.fr/ark:/12148/bpt6k5468644b;Lettre à M. le docteur Brierre de Boismont sur la dysgraphie cérébrale ou Vertige littéraire (2e édition) ;Dumont, Pierre Louis Charles (1802-1886);G. Baillière (Paris);1864;"8 p. ; in-8, Nombre total de vues : 14";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30376096n;Bibliothèque nationale de France, département Sciences et techniques, 8-TD86-250;Avec mode texte;bnf.fr;610;60;monographie;97140;11.12.2008 23:00;e54dddea-b3c1-4aaa-abd3-a629e7dc2660;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Guerville_Drames et comédies;ark__12148_bd6t5375006x;https://gallica.bnf.fr/ark:/12148/bd6t5375006x;Drames et comédies ;Guerville, Paul de (1798-1865), Féval, Paul (1816-1887);;;"2 vol. : portr. ; in-8°, Nombre total de vues : 313";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30553050j;Bibliothèque nationale de France, département Littérature et art, YF-9536;Avec mode texte;bnf.fr;790;70;monographie;88060;29.06.2022 22:00;a6e4b649-0d25-4ba3-ad3e-026946b2148a;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Laurens_Traité des eaux minérales de;ark__12148_bpt6k6102747w;https://gallica.bnf.fr/ark:/12148/bpt6k6102747w;Traité des eaux minérales de Gréoulx ... par Darluc, ... augmenté de l'analyse chimique, par M. Laurens, ... Nouvelle édition, augmentée de plusieurs observations, par M. Doux, ...;Laurens, L (pharmacien à Marseille), Darluc, Michel (1717-1783);Paris;1821;In-12, 96 p., Nombre total de vues : 98;['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30750889d;Bibliothèque nationale de France, département Sciences et techniques, 8-TE163-856;Appartient à l’ensemble documentaire : PACA1, Avec mode texte;bnf.fr;610;60;monographie;96550;27.07.2010 22:00;98bcb002-2998-4805-bb17-8a474d822f3b;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Staël-Holstein_Dix années d'exil;ark__12148_bpt6k5787795z;https://gallica.bnf.fr/ark:/12148/bpt6k5787795z;Dix années d'exil;Staël-Holstein, Germaine de (1766-1817), Gautier, Paul (1866-19);''''''la Renaissance du livre'''' (Paris)'';1909;In-16, 192 p., Nombre total de vues : 200;fre;Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb178358712', Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31397237g;Bibliothèque nationale de France;Dix années d'exil (français), 'Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;99980;21.03.2010 23:00;145ad159-0522-4e87-8640-1c2cad15b129;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Rabaut_Précis historique de la Révolution;ark__12148_bpt6k3046177f;https://gallica.bnf.fr/ark:/12148/bpt6k3046177f;"Précis historique de la Révolution française. Assemblée constituante ; suivi de Réflexions politiques sur les circonstances . Par J. P. Rabaut. Ouvrage orné de six gravures d'après les dessins de Moreau. Quatrième édition.";Rabaut Saint-Étienne (1743-1793);"A Paris, chez Treuttel et Würtz, libraires, rue de Lille, n.° 17 ; et à Strasbourg, rue des Serruriers, n.° 3. Onfroy, rue S. Jacques, n.° 51. De l'Imprimerie de Didot jeune. 1807.";1807;"LXXVI-257-40-108 p., 6 f. de pl. ; in-12, Nombre total de vues : 496";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31167147j;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LA32-22 (F);Avec mode texte;bnf.fr;9440;90;monographie;85240;20.04.2019 22:00;d7c8847b-5bbe-492b-874d-9641950d8156;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Saint-Arnaud_Lettres du maréchal de Saint-Arnaud,;ark__12148_bpt6k204857b;https://gallica.bnf.fr/ark:/12148/bpt6k204857b;Lettres du maréchal de Saint-Arnaud, 1832-1854. T. 2 ;Saint-Arnaud, Armand Jacques Achille Leroy de (1798-1854);Paris;1858;"2 vol. ; in-8";['fre', 'français'];Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb312789043, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb312789043;Bibliothèque nationale de France;Correspondance;bnf.fr;9440;90;monographie;96090;14.10.2007 22:00;8f496e9c-1a63-4e10-a226-ec67394f691c;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Virgile (0070-0019 av J-C)_Oeuvres de Virgile. Et précédée;ark__12148_bpt6k5774129p;https://gallica.bnf.fr/ark:/12148/bpt6k5774129p;Oeuvres de Virgile. Et précédée d'une Etude sur Virgile (Nouvelle édition très soigneusement revue et améliorée, avec des corrections importantes et de nombreux changements dans la traduction de l'Énéide) ;Virgile (0070-0019 av J-C), Sainte-Beuve, Charles-Augustin (1804-1869);Garnier frères (Paris);1859;"1 vol. (697 p.) ; 19 cm, Nombre total de vues : 720";['fre', 'lat'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31591782k;Bibliothèque nationale de France, département Littérature et art, Z-18972 (1);"Collection : Bibliothèque latine-française ; 4, Collection : Bibliothèque latine-française ; 4, Comprend : Etude sur Virgile, Contient une table des matières, Avec mode texte";bnf.fr;870;80;monographie;91370;11.01.2010 23:00;4af46ed0-11bc-4a52-a928-f2c92b207592;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Marcellus_La Trappe mieux connue, ou;ark__12148_bpt6k65313596;https://gallica.bnf.fr/ark:/12148/bpt6k65313596;La Trappe mieux connue, ou Aperçu descriptif et raisonné sur le monastère de la Maison-Dieu, Notre-Dame de la Trappe, près Mortagne, diocèse de Séez ;"Marcellus, Marie-Louis-Auguste Demartin du Tyrac (1776-1841 ; comte de), Marcellus, Marie-Louis-Auguste Demartin du Tyrac (1776-1841 ; comte de), Picquignot, Pierre (en religion le P François de Sales)";Gaume frères (Paris);1834;"1 vol. (XVI-212 p.) : portrait, fac-simil. ; in-8, Nombre total de vues : 246";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb311067947;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LK7-3590;"Comprend : Ode ; Ode, Appartient à l’ensemble documentaire : LangRous1, Appartient à l’ensemble documentaire : BNormand1, Appartient à l’ensemble documentaire : 3M000, Contient une table des matières, Avec mode texte";bnf.fr;9440;90;monographie;99960;30.07.2013 22:00;fbc78b70-9b4a-4635-9145-9bfaa6620a56;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Monin_L'Hygiène de la beauté. Formulaire;ark__12148_bpt6k887070w;https://gallica.bnf.fr/ark:/12148/bpt6k887070w;L'Hygiène de la beauté. Formulaire cosmétique, par le Dr E. Monin, ... Ouvrage précédé d'une lettre de Catulle Mendès;Monin, Ernest (1856-1928), Mendès, Catulle (1841-1909);Paris;;In-18, XVI-423 p., Nombre total de vues : 456;['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30963356b;Bibliothèque nationale de France, département Sciences et techniques, 8-TC13-16 (C);Comprend : Lettre, Avec mode texte, Ouvrages de référence;bnf.fr;;;monographie;88180;13.02.2013 23:00;07d28cd5-5c71-4da9-821e-aef862ba8634;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Edgeworth_Vivian, ou L'homme sans caractère.;ark__12148_bpt6k6323981z;https://gallica.bnf.fr/ark:/12148/bpt6k6323981z;Vivian, ou L'homme sans caractère. Tome 2 ;Edgeworth, Maria (1767-1849);Maradan (Paris);1813;"3 vol. (XX-204, 187, 183 p.) ; in-18, Nombre total de vues : 208";['fre', 'français'];Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb303947804, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb303947804;Bibliothèque nationale de France, département Littérature et art, Y2-31928;Avec mode texte;bnf.fr;820;80;monographie;99930;05.11.2012 23:00;b583ca88-9a71-48e3-bc80-1e0e2ac9b973;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Verne_La Jangada, huit cents lieues;ark__12148_bpt6k96424c;https://gallica.bnf.fr/ark:/12148/bpt6k96424c;La Jangada, huit cents lieues sur l'Amazone. De Rotterdam à Copenhague, à bord du yacht à vapeur Saint-Michel. Partie 1 ;Verne, Jules (1828-1905), Verne, Paul (1829-1897);Paris;1881;"2 vol. (283-36, 300-36 p.) ; in-18, Nombre total de vues : 344";['fre', 'français'];Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31562468t, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31562468t;Bibliothèque nationale de France, département Littérature et art, 8-Y2-4742 (1);Collection : Les voyages extraordinaires, Collection : Les voyages extraordinaires, Comprend : De Rotterdam à Copenhague, à bord du yacht à vapeur Saint-Michel, Appartient à l’ensemble documentaire : UnivJeun0, Contient une table des matières;bnf.fr;840;80;monographie;77710;14.10.2007 22:00;92cb2ce3-e1ca-422b-94c8-ed38e63eedf1;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Jacquemont_Correspondance inédite de Victor Jacquemont;ark__12148_bpt6k6208231d;https://gallica.bnf.fr/ark:/12148/bpt6k6208231d;Correspondance inédite de Victor Jacquemont avec sa famille et ses amis : 1824-1832. Tome 2 ;Jacquemont, Victor (1801-1832), Jacquemont du Donjon, Victor (1841-1906);Michel Lévy frères (Paris);1867;"2 vol. (XVI-390, 384 p.) ; in-8, Nombre total de vues : 406";['fre', 'français'];Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30640596g, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30640596g;Bibliothèque nationale de France;Comprend : Notice biographique sur Victor Jacquemont, Contient une table des matières, Avec mode texte;bnf.fr;950;90;monographie;9990;25.03.2012 22:00;00cbd16b-8ced-49b2-a0db-04684b9bb7ce;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
